Group 1 on team 0 has 4647 units each with 7816 hp.  Does 48 fire damage.
Group 2 on team 0 has 301 units each with 3152 hp.  Does 139 fire damage.
Group 3 on team 0 has 1508 units each with 8344 hp.  Does 85 cold damage.
Group 4 on team 0 has 2956 units each with 5021 hp.  Does 48 slashing damage.
Group 5 on team 0 has 898 units each with 11545 hp.  Does 135 cold damage.
Group 6 on team 0 has 207 units each with 6235 hp.  Does 277 slashing damage.
Group 7 on team 0 has 7550 units each with 8773 hp.  Does 46 radiation damage.
Group 8 on team 0 has 1057 units each with 3791 hp.  Does 62 bludgeoning damage.
Group 9 on team 0 has 5086 units each with 3281 hp.  Does 40 cold damage.
Group 10 on team 0 has 330 units each with 4136 hp.  Does 126 cold damage.
Group 11 on team 1 has 1755 units each with 6886 hp.  Does 6 fire damage.
Group 12 on team 1 has 2251 units each with 33109 hp.  Does 29 cold damage.
Group 13 on team 1 has 298 units each with 18689 hp.  Does 123 slashing damage.
Group 14 on team 1 has 312 units each with 15735 hp.  Does 99 cold damage.
Group 15 on team 1 has 326 units each with 16400 hp.  Does 98 radiation damage.
Group 16 on team 1 has 4365 units each with 54947 hp.  Does 22 cold damage.
Group 17 on team 1 has 1446 units each with 51571 hp.  Does 63 fire damage.
Group 18 on team 1 has 8230 units each with 12331 hp.  Does 2 fire damage.
Group 19 on team 1 has 4111 units each with 17381 hp.  Does 7 cold damage.
Group 20 on team 1 has 366 units each with 28071 hp.  Does 150 fire damage.

Round 1 beginning.
Group 15 on team 1 did 31948 radiation damage to group 9 on team 0, killing 9.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2286 beginning.
Group 16 on team 1 did 11154 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2287 beginning.
Group 16 on team 1 did 11132 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2288 beginning.
Group 16 on team 1 did 11110 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2289 beginning.
Group 16 on team 1 did 11088 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2290 beginning.
Group 16 on team 1 did 11066 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2291 beginning.
Group 16 on team 1 did 11044 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2292 beginning.
Group 16 on team 1 did 11022 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2293 beginning.
Group 16 on team 1 did 11000 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2294 beginning.
Group 16 on team 1 did 10978 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2295 beginning.
Group 16 on team 1 did 10956 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2296 beginning.
Group 16 on team 1 did 10934 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2297 beginning.
Group 16 on team 1 did 10912 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2298 beginning.
Group 16 on team 1 did 10890 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2299 beginning.
Group 16 on team 1 did 10868 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2300 beginning.
Group 16 on team 1 did 10846 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2301 beginning.
Group 16 on team 1 did 10824 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2302 beginning.
Group 16 on team 1 did 10802 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2303 beginning.
Group 16 on team 1 did 10780 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2304 beginning.
Group 16 on team 1 did 10758 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2305 beginning.
Group 16 on team 1 did 10736 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2306 beginning.
Group 16 on team 1 did 10714 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2307 beginning.
Group 16 on team 1 did 10692 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2308 beginning.
Group 16 on team 1 did 10670 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2309 beginning.
Group 16 on team 1 did 10648 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2310 beginning.
Group 16 on team 1 did 10626 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2311 beginning.
Group 16 on team 1 did 10604 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2312 beginning.
Group 16 on team 1 did 10582 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2313 beginning.
Group 16 on team 1 did 10560 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2314 beginning.
Group 16 on team 1 did 10538 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2315 beginning.
Group 16 on team 1 did 10516 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2316 beginning.
Group 16 on team 1 did 10494 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2317 beginning.
Group 16 on team 1 did 10472 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2318 beginning.
Group 16 on team 1 did 10450 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2319 beginning.
Group 16 on team 1 did 10428 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2320 beginning.
Group 16 on team 1 did 10406 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2321 beginning.
Group 16 on team 1 did 10384 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2322 beginning.
Group 16 on team 1 did 10362 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2323 beginning.
Group 16 on team 1 did 10340 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2324 beginning.
Group 16 on team 1 did 10318 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2325 beginning.
Group 16 on team 1 did 10296 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2326 beginning.
Group 16 on team 1 did 10274 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2327 beginning.
Group 16 on team 1 did 10252 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2328 beginning.
Group 16 on team 1 did 10230 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2329 beginning.
Group 16 on team 1 did 10208 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2330 beginning.
Group 16 on team 1 did 10186 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2331 beginning.
Group 16 on team 1 did 10164 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2332 beginning.
Group 16 on team 1 did 10142 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2333 beginning.
Group 16 on team 1 did 10120 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2334 beginning.
Group 16 on team 1 did 10098 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2335 beginning.
Group 16 on team 1 did 10076 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2336 beginning.
Group 16 on team 1 did 10054 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2337 beginning.
Group 16 on team 1 did 10032 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2338 beginning.
Group 16 on team 1 did 10010 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2339 beginning.
Group 16 on team 1 did 9988 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2340 beginning.
Group 16 on team 1 did 9966 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2341 beginning.
Group 16 on team 1 did 9944 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2342 beginning.
Group 16 on team 1 did 9922 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2343 beginning.
Group 16 on team 1 did 9900 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2344 beginning.
Group 16 on team 1 did 9878 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2345 beginning.
Group 16 on team 1 did 9856 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2346 beginning.
Group 16 on team 1 did 9834 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2347 beginning.
Group 16 on team 1 did 9812 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2348 beginning.
Group 16 on team 1 did 9790 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2349 beginning.
Group 16 on team 1 did 9768 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2350 beginning.
Group 16 on team 1 did 9746 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2351 beginning.
Group 16 on team 1 did 9724 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2352 beginning.
Group 16 on team 1 did 9702 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2353 beginning.
Group 16 on team 1 did 9680 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2354 beginning.
Group 16 on team 1 did 9658 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2355 beginning.
Group 16 on team 1 did 9636 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2356 beginning.
Group 16 on team 1 did 9614 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2357 beginning.
Group 16 on team 1 did 9592 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2358 beginning.
Group 16 on team 1 did 9570 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2359 beginning.
Group 16 on team 1 did 9548 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2360 beginning.
Group 16 on team 1 did 9526 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2361 beginning.
Group 16 on team 1 did 9504 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2362 beginning.
Group 16 on team 1 did 9482 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2363 beginning.
Group 16 on team 1 did 9460 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2364 beginning.
Group 16 on team 1 did 9438 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2365 beginning.
Group 16 on team 1 did 9416 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2366 beginning.
Group 16 on team 1 did 9394 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2367 beginning.
Group 16 on team 1 did 9372 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2368 beginning.
Group 16 on team 1 did 9350 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2369 beginning.
Group 16 on team 1 did 9328 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2370 beginning.
Group 16 on team 1 did 9306 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2371 beginning.
Group 16 on team 1 did 9284 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2372 beginning.
Group 16 on team 1 did 9262 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2373 beginning.
Group 16 on team 1 did 9240 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2374 beginning.
Group 16 on team 1 did 9218 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2375 beginning.
Group 16 on team 1 did 9196 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2376 beginning.
Group 16 on team 1 did 9174 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2377 beginning.
Group 16 on team 1 did 9152 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2378 beginning.
Group 16 on team 1 did 9130 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2379 beginning.
Group 16 on team 1 did 9108 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2380 beginning.
Group 16 on team 1 did 9086 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2381 beginning.
Group 16 on team 1 did 9064 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2382 beginning.
Group 16 on team 1 did 9042 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2383 beginning.
Group 16 on team 1 did 9020 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2384 beginning.
Group 16 on team 1 did 8998 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2385 beginning.
Group 16 on team 1 did 8976 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2386 beginning.
Group 16 on team 1 did 8954 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2387 beginning.
Group 16 on team 1 did 8932 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2388 beginning.
Group 16 on team 1 did 8910 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2389 beginning.
Group 16 on team 1 did 8888 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2390 beginning.
Group 16 on team 1 did 8866 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2391 beginning.
Group 16 on team 1 did 8844 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2392 beginning.
Group 16 on team 1 did 8822 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2393 beginning.
Group 16 on team 1 did 8800 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2394 beginning.
Group 16 on team 1 did 8778 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2395 beginning.
Group 16 on team 1 did 8756 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2396 beginning.
Group 16 on team 1 did 8734 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2397 beginning.
Group 16 on team 1 did 8712 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2398 beginning.
Group 16 on team 1 did 8690 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2399 beginning.
Group 16 on team 1 did 8668 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2400 beginning.
Group 16 on team 1 did 8646 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2401 beginning.
Group 16 on team 1 did 8624 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2402 beginning.
Group 16 on team 1 did 8602 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2403 beginning.
Group 16 on team 1 did 8580 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2404 beginning.
Group 16 on team 1 did 8558 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2405 beginning.
Group 16 on team 1 did 8536 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2406 beginning.
Group 16 on team 1 did 8514 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2407 beginning.
Group 16 on team 1 did 8492 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2408 beginning.
Group 16 on team 1 did 8470 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2409 beginning.
Group 16 on team 1 did 8448 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2410 beginning.
Group 16 on team 1 did 8426 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2411 beginning.
Group 16 on team 1 did 8404 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2412 beginning.
Group 16 on team 1 did 8382 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2413 beginning.
Group 16 on team 1 did 8360 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2414 beginning.
Group 16 on team 1 did 8338 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2415 beginning.
Group 16 on team 1 did 8316 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2416 beginning.
Group 16 on team 1 did 8294 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2417 beginning.
Group 16 on team 1 did 8272 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2418 beginning.
Group 16 on team 1 did 8250 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2419 beginning.
Group 16 on team 1 did 8228 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2420 beginning.
Group 16 on team 1 did 8206 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2421 beginning.
Group 16 on team 1 did 8184 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2422 beginning.
Group 16 on team 1 did 8162 cold damage to group 5 on team 0, killing 0.000000 units.
Group 8 on team 0 did 56048 bludgeoning damage to group 16 on team 1, killing 1.000000 units.

Round 2423 beginning.
